state,district,pincode,total_enrollments,total_demo_updates,total_bio_updates,total_updates,update_to_enrollment_ratio
Maharashtra,Mumbai,400057,76.0,552.0,1502.0,2054.0,26.675324675324674
Maharashtra,Mumbai,400058,241.0,1564.0,5022.0,6586.0,27.214876033057852
Maharashtra,Mumbai,400059,166.0,1988.0,4660.0,6648.0,39.808383233532936
Maharashtra,Mumbai,400060,250.0,2728.0,7523.0,10251.0,40.8406374501992
Maharashtra,Mumbai,400061,104.0,941.0,2684.0,3625.0,34.523809523809526
Maharashtra,Mumbai,400062,4.0,33.0,53.0,86.0,17.2
Maharashtra,Mumbai,400063,143.0,1035.0,3330.0,4365.0,30.3125
Maharashtra,Mumbai,400064,178.0,2782.0,4771.0,7553.0,42.19553072625698
Maharashtra,Mumbai,400065,193.0,1919.0,4962.0,6881.0,35.46907216494845
Maharashtra,Mumbai,400066,169.0,2295.0,7252.0,9547.0,56.15882352941176
Maharashtra,Mumbai,400067,388.0,4814.0,13487.0,18301.0,47.04627249357326
Maharashtra,Mumbai,400068,286.0,4058.0,11304.0,15362.0,53.52613240418118
Maharashtra,Mumbai,400069,103.0,885.0,3148.0,4033.0,38.77884615384615
Maharashtra,Mumbai,400070,555.0,3108.0,12949.0,16057.0,28.8794964028777
Maharashtra,Mumbai,400071,235.0,2636.0,7076.0,9712.0,41.152542372881356
Maharashtra,Mumbai,400072,606.0,5792.0,12128.0,17920.0,29.522240527182866
Maharashtra,Mumbai,400074,218.0,2370.0,6532.0,8902.0,40.64840182648402
Maharashtra,Mumbai,400075,119.0,1027.0,3443.0,4470.0,37.25
Maharashtra,Mumbai,400076,47.0,396.0,1955.0,2351.0,48.979166666666664
Maharashtra,Mumbai,400077,100.0,755.0,2732.0,3487.0,34.524752475247524
Maharashtra,Mumbai,400078,318.0,4923.0,13552.0,18475.0,57.9153605015674
Maharashtra,Mumbai,400079,87.0,1175.0,3668.0,4843.0,55.03409090909091
Maharashtra,Mumbai,400080,154.0,1045.0,5582.0,6627.0,42.75483870967742
Maharashtra,Mumbai,400081,62.0,716.0,2290.0,3006.0,47.714285714285715
Maharashtra,Mumbai,400082,42.0,379.0,1433.0,1812.0,42.13953488372093
Maharashtra,Mumbai,400083,177.0,1048.0,6717.0,7765.0,43.62359550561798
Maharashtra,Mumbai,400084,148.0,2114.0,3782.0,5896.0,39.57046979865772
Maharashtra,Mumbai,400086,265.0,3813.0,8515.0,12328.0,46.34586466165413
Maharashtra,Mumbai,400087,32.0,434.0,1137.0,1571.0,47.60606060606061
Maharashtra,Mumbai,400088,211.0,2024.0,6474.0,8498.0,40.08490566037736
Maharashtra,Mumbai,400089,103.0,1661.0,3874.0,5535.0,53.22115384615385
Maharashtra,Mumbai,400090,2.0,20.0,39.0,59.0,19.666666666666668
Maharashtra,Mumbai,400091,76.0,505.0,2028.0,2533.0,32.896103896103895
Maharashtra,Mumbai,400092,144.0,1416.0,4971.0,6387.0,44.04827586206896
Maharashtra,Mumbai,400093,209.0,2261.0,6374.0,8635.0,41.11904761904762
Maharashtra,Mumbai,400094,2.0,85.0,196.0,281.0,93.66666666666667
Maharashtra,Mumbai,400095,349.0,2072.0,9931.0,12003.0,34.294285714285714
Maharashtra,Mumbai,400097,486.0,3936.0,13946.0,17882.0,36.718685831622174
Maharashtra,Mumbai,400098,39.0,215.0,1264.0,1479.0,36.975
Maharashtra,Mumbai,400099,100.0,1416.0,2533.0,3949.0,39.0990099009901
Maharashtra,Mumbai,400101,418.0,4246.0,12726.0,16972.0,40.50596658711217
Maharashtra,Mumbai,400102,235.0,2146.0,5210.0,7356.0,31.16949152542373
Maharashtra,Mumbai,400103,73.0,825.0,2128.0,2953.0,39.9054054054054
Maharashtra,Mumbai,400104,311.0,2477.0,8704.0,11181.0,35.83653846153846
Maharashtra,Mumbai,400604,1.0,10.0,7.0,17.0,8.5
Maharashtra,Mumbai,400605,2.0,5.0,25.0,30.0,10.0
Maharashtra,Mumbai,400606,1.0,0.0,10.0,10.0,5.0
Maharashtra,Mumbai,400607,3.0,9.0,6.0,15.0,3.75
Maharashtra,Mumbai,400612,2.0,18.0,37.0,55.0,18.333333333333332
Maharashtra,Mumbai,400701,1.0,8.0,18.0,26.0,13.0
Maharashtra,Mumbai,400702,2.0,7.0,0.0,7.0,2.3333333333333335
Maharashtra,Mumbai,400703,1.0,24.0,25.0,49.0,24.5
Maharashtra,Mumbai,400705,2.0,4.0,26.0,30.0,10.0
Maharashtra,Mumbai,400708,2.0,7.0,26.0,33.0,11.0
Maharashtra,Mumbai,401107,1.0,41.0,39.0,80.0,40.0
Maharashtra,Mumbai,401203,2.0,23.0,41.0,64.0,21.333333333333332
Maharashtra,Mumbai,401204,1.0,1.0,3.0,4.0,2.0
Maharashtra,Mumbai,401209,18.0,130.0,205.0,335.0,17.63157894736842
Maharashtra,Mumbai,401210,4.0,55.0,28.0,83.0,16.6
Maharashtra,Mumbai,401303,1.0,38.0,38.0,76.0,38.0
Maharashtra,Mumbai,401403,1.0,53.0,12.0,65.0,32.5
Maharashtra,Mumbai,401602,1.0,45.0,56.0,101.0,50.5
Maharashtra,Mumbai,401603,2.0,33.0,5.0,38.0,12.666666666666666
Maharashtra,Mumbai City,400001,28.0,300.0,450.0,750.0,25.862068965517242
Maharashtra,Mumbai City,400002,52.0,1229.0,815.0,2044.0,38.56603773584906
Maharashtra,Mumbai City,400003,94.0,1243.0,1100.0,2343.0,24.66315789473684
Maharashtra,Mumbai City,400004,106.0,1003.0,1507.0,2510.0,23.457943925233646
Maharashtra,Mumbai City,400005,72.0,1398.0,1516.0,2914.0,39.917808219178085
Maharashtra,Mumbai City,400006,41.0,312.0,506.0,818.0,19.476190476190474
Maharashtra,Mumbai City,400007,34.0,287.0,483.0,770.0,22.0
Maharashtra,Mumbai City,400008,215.0,5857.0,2741.0,8598.0,39.80555555555556
Maharashtra,Mumbai City,400009,75.0,808.0,1282.0,2090.0,27.5
Maharashtra,Mumbai City,400010,126.0,1870.0,1558.0,3428.0,26.992125984251967
Maharashtra,Mumbai City,400011,98.0,1568.0,1872.0,3440.0,34.74747474747475
Maharashtra,Mumbai City,400012,145.0,2749.0,2224.0,4973.0,34.06164383561644
Maharashtra,Mumbai City,400013,90.0,1100.0,1551.0,2651.0,29.13186813186813
Maharashtra,Mumbai City,400014,53.0,392.0,735.0,1127.0,20.87037037037037
Maharashtra,Mumbai City,400015,76.0,924.0,1447.0,2371.0,30.792207792207794
Maharashtra,Mumbai City,400016,82.0,1341.0,1895.0,3236.0,38.98795180722892
Maharashtra,Mumbai City,400017,318.0,4667.0,5941.0,10608.0,33.2539184952978
Maharashtra,Mumbai City,400018,133.0,1708.0,1727.0,3435.0,25.634328358208954
Maharashtra,Mumbai City,400019,57.0,997.0,1263.0,2260.0,38.96551724137931
Maharashtra,Mumbai City,400020,7.0,67.0,41.0,108.0,13.5
Maharashtra,Mumbai City,400021,7.0,90.0,61.0,151.0,18.875
Maharashtra,Mumbai City,400022,156.0,2438.0,2303.0,4741.0,30.197452229299362
Maharashtra,Mumbai City,400025,72.0,802.0,954.0,1756.0,24.054794520547944
Maharashtra,Mumbai City,400026,22.0,316.0,405.0,721.0,31.347826086956523
Maharashtra,Mumbai City,400027,29.0,332.0,378.0,710.0,23.666666666666668
Maharashtra,Mumbai City,400028,47.0,970.0,1091.0,2061.0,42.9375
Maharashtra,Mumbai City,400030,55.0,366.0,903.0,1269.0,22.660714285714285
Maharashtra,Mumbai City,400031,59.0,1054.0,841.0,1895.0,31.583333333333332
Maharashtra,Mumbai City,400032,1.0,8.0,8.0,16.0,8.0
Maharashtra,Mumbai City,400033,95.0,1120.0,1745.0,2865.0,29.84375
Maharashtra,Mumbai City,400034,41.0,435.0,734.0,1169.0,27.833333333333332
Maharashtra,Mumbai City,400035,1.0,2.0,5.0,7.0,3.5
Maharashtra,Mumbai City,400037,359.0,12557.0,6580.0,19137.0,53.15833333333333
Maharashtra,Mumbai City,400064,24.0,583.0,157.0,740.0,29.6
Maharashtra,Mumbai City,400078,59.0,971.0,748.0,1719.0,28.65
Maharashtra,Mumbai Suburban,400024,65.0,1002.0,1575.0,2577.0,39.04545454545455
Maharashtra,Mumbai Suburban,400029,37.0,519.0,938.0,1457.0,38.3421052631579
Maharashtra,Mumbai Suburban,400042,104.0,1339.0,1961.0,3300.0,31.428571428571427
Maharashtra,Mumbai Suburban,400043,2920.0,15912.0,15046.0,30958.0,10.598425196850394
Maharashtra,Mumbai Suburban,400049,48.0,588.0,639.0,1227.0,25.040816326530614
Maharashtra,Mumbai Suburban,400050,326.0,1755.0,2854.0,4609.0,14.094801223241591
Maharashtra,Mumbai Suburban,400051,554.0,4782.0,5485.0,10267.0,18.499099099099098
Maharashtra,Mumbai Suburban,400052,59.0,1221.0,1188.0,2409.0,40.15
Maharashtra,Mumbai Suburban,400053,345.0,2792.0,2095.0,4887.0,14.124277456647398
Maharashtra,Mumbai Suburban,400054,90.0,1639.0,1269.0,2908.0,31.956043956043956
Maharashtra,Mumbai Suburban,400055,205.0,2164.0,4164.0,6328.0,30.718446601941746
Maharashtra,Mumbai Suburban,400056,85.0,643.0,898.0,1541.0,17.91860465116279
Maharashtra,Mumbai Suburban,400057,62.0,841.0,1036.0,1877.0,29.793650793650794
Maharashtra,Mumbai Suburban,400058,354.0,3623.0,2857.0,6480.0,18.253521126760564
Maharashtra,Mumbai Suburban,400059,358.0,2923.0,2615.0,5538.0,15.426183844011142
Maharashtra,Mumbai Suburban,400060,167.0,2193.0,3679.0,5872.0,34.95238095238095
Maharashtra,Mumbai Suburban,400061,90.0,1023.0,1324.0,2347.0,25.791208791208792
Maharashtra,Mumbai Suburban,400063,161.0,1794.0,2073.0,3867.0,23.87037037037037
Maharashtra,Mumbai Suburban,400064,265.0,2797.0,2501.0,5298.0,19.917293233082706
Maharashtra,Mumbai Suburban,400065,207.0,2151.0,2193.0,4344.0,20.884615384615383
Maharashtra,Mumbai Suburban,400066,224.0,3385.0,4129.0,7514.0,33.39555555555555
Maharashtra,Mumbai Suburban,400067,638.0,10756.0,8873.0,19629.0,30.718309859154928
Maharashtra,Mumbai Suburban,400068,364.0,9634.0,5028.0,14662.0,40.16986301369863
Maharashtra,Mumbai Suburban,400069,90.0,1503.0,1505.0,3008.0,33.05494505494506
Maharashtra,Mumbai Suburban,400070,1430.0,11827.0,8476.0,20303.0,14.187980433263451
Maharashtra,Mumbai Suburban,400071,598.0,3178.0,3719.0,6897.0,11.514190317195325
Maharashtra,Mumbai Suburban,400072,1854.0,9080.0,7629.0,16709.0,9.007547169811321
Maharashtra,Mumbai Suburban,400074,437.0,2973.0,3759.0,6732.0,15.36986301369863
Maharashtra,Mumbai Suburban,400075,125.0,2350.0,2041.0,4391.0,34.84920634920635
Maharashtra,Mumbai Suburban,400076,213.0,1042.0,1166.0,2208.0,10.317757009345794
Maharashtra,Mumbai Suburban,400077,83.0,1090.0,1684.0,2774.0,33.023809523809526
Maharashtra,Mumbai Suburban,400078,858.0,5267.0,6290.0,11557.0,13.454016298020955
Maharashtra,Mumbai Suburban,400079,76.0,1197.0,2111.0,3308.0,42.96103896103896
Maharashtra,Mumbai Suburban,400080,493.0,4614.0,3405.0,8019.0,16.232793522267208
Maharashtra,Mumbai Suburban,400081,77.0,1892.0,1413.0,3305.0,42.37179487179487
Maharashtra,Mumbai Suburban,400082,26.0,390.0,621.0,1011.0,37.44444444444444
Maharashtra,Mumbai Suburban,400083,197.0,2118.0,4400.0,6518.0,32.91919191919192
Maharashtra,Mumbai Suburban,400084,104.0,1098.0,1814.0,2912.0,27.733333333333334
Maharashtra,Mumbai Suburban,400085,1.0,3.0,0.0,3.0,1.5
Maharashtra,Mumbai Suburban,400086,290.0,3501.0,4891.0,8392.0,28.83848797250859
Maharashtra,Mumbai Suburban,400087,28.0,250.0,530.0,780.0,26.896551724137932
Maharashtra,Mumbai Suburban,400088,520.0,4184.0,3555.0,7739.0,14.854126679462572
Maharashtra,Mumbai Suburban,400089,116.0,1948.0,1817.0,3765.0,32.17948717948718
Maharashtra,Mumbai Suburban,400091,74.0,986.0,867.0,1853.0,24.706666666666667
Maharashtra,Mumbai Suburban,400092,173.0,4374.0,2614.0,6988.0,40.160919540229884
Maharashtra,Mumbai Suburban,400093,169.0,2124.0,2686.0,4810.0,28.294117647058822
Maharashtra,Mumbai Suburban,400094,27.0,1018.0,650.0,1668.0,59.57142857142857
Maharashtra,Mumbai Suburban,400095,603.0,7746.0,5966.0,13712.0,22.70198675496689
Maharashtra,Mumbai Suburban,400097,566.0,12573.0,7247.0,19820.0,34.95590828924162
Maharashtra,Mumbai Suburban,400098,32.0,290.0,638.0,928.0,28.12121212121212
Maharashtra,Mumbai Suburban,400099,91.0,1707.0,1325.0,3032.0,32.95652173913044
Maharashtra,Mumbai Suburban,400101,508.0,8497.0,7155.0,15652.0,30.75049115913556
Maharashtra,Mumbai Suburban,400102,247.0,3087.0,3626.0,6713.0,27.068548387096776
Maharashtra,Mumbai Suburban,400103,94.0,1577.0,1062.0,2639.0,27.778947368421054
Maharashtra,Mumbai Suburban,400104,288.0,14005.0,5103.0,19108.0,66.11764705882354
Maharashtra,Mumbai( Sub Urban ),400024,2.0,17.0,15.0,32.0,10.666666666666666
Maharashtra,Mumbai( Sub Urban ),400042,2.0,43.0,21.0,64.0,21.333333333333332
Maharashtra,Mumbai( Sub Urban ),400043,19.0,87.0,216.0,303.0,15.15
Maharashtra,Mumbai( Sub Urban ),400051,1.0,12.0,18.0,30.0,15.0
Maharashtra,Mumbai( Sub Urban ),400053,1.0,3.0,4.0,7.0,3.5
Maharashtra,Mumbai( Sub Urban ),400054,1.0,1.0,4.0,5.0,2.5
Maharashtra,Mumbai( Sub Urban ),400056,1.0,9.0,3.0,12.0,6.0
Maharashtra,Mumbai( Sub Urban ),400057,2.0,0.0,7.0,7.0,2.3333333333333335
Maharashtra,Mumbai( Sub Urban ),400058,3.0,15.0,14.0,29.0,7.25
Maharashtra,Mumbai( Sub Urban ),400059,9.0,52.0,91.0,143.0,14.3
Maharashtra,Mumbai( Sub Urban ),400061,1.0,8.0,14.0,22.0,11.0
Maharashtra,Mumbai( Sub Urban ),400063,1.0,49.0,63.0,112.0,56.0
Maharashtra,Mumbai( Sub Urban ),400064,5.0,36.0,22.0,58.0,9.666666666666666
Maharashtra,Mumbai( Sub Urban ),400065,5.0,31.0,35.0,66.0,11.0
Maharashtra,Mumbai( Sub Urban ),400066,10.0,108.0,132.0,240.0,21.818181818181817
Maharashtra,Mumbai( Sub Urban ),400067,28.0,287.0,310.0,597.0,20.586206896551722
Maharashtra,Mumbai( Sub Urban ),400068,8.0,110.0,184.0,294.0,32.666666666666664
Maharashtra,Mumbai( Sub Urban ),400069,1.0,5.0,14.0,19.0,9.5
Maharashtra,Mumbai( Sub Urban ),400070,6.0,16.0,20.0,36.0,5.142857142857143
Maharashtra,Mumbai( Sub Urban ),400071,23.0,148.0,202.0,350.0,14.583333333333334
Maharashtra,Mumbai( Sub Urban ),400072,12.0,68.0,92.0,160.0,12.307692307692308
Maharashtra,Mumbai( Sub Urban ),400074,24.0,236.0,262.0,498.0,19.92
Maharashtra,Mumbai( Sub Urban ),400075,10.0,81.0,103.0,184.0,16.727272727272727
Maharashtra,Mumbai( Sub Urban ),400076,1.0,11.0,17.0,28.0,14.0
Maharashtra,Mumbai( Sub Urban ),400077,12.0,96.0,112.0,208.0,16.0
Maharashtra,Mumbai( Sub Urban ),400078,11.0,105.0,126.0,231.0,19.25
Maharashtra,Mumbai( Sub Urban ),400079,20.0,173.0,289.0,462.0,22.0
Maharashtra,Mumbai( Sub Urban ),400080,18.0,213.0,382.0,595.0,31.31578947368421
Maharashtra,Mumbai( Sub Urban ),400081,6.0,63.0,55.0,118.0,16.857142857142858
Maharashtra,Mumbai( Sub Urban ),400082,12.0,107.0,128.0,235.0,18.076923076923077
Maharashtra,Mumbai( Sub Urban ),400083,3.0,55.0,55.0,110.0,27.5
Maharashtra,Mumbai( Sub Urban ),400084,14.0,183.0,137.0,320.0,21.333333333333332
Maharashtra,Mumbai( Sub Urban ),400086,24.0,307.0,504.0,811.0,32.44
Maharashtra,Mumbai( Sub Urban ),400087,1.0,5.0,5.0,10.0,5.0
Maharashtra,Mumbai( Sub Urban ),400088,2.0,46.0,90.0,136.0,45.333333333333336
Maharashtra,Mumbai( Sub Urban ),400089,7.0,41.0,78.0,119.0,14.875
Maharashtra,Mumbai( Sub Urban ),400090,2.0,0.0,1.0,1.0,0.3333333333333333
Maharashtra,Mumbai( Sub Urban ),400091,2.0,36.0,30.0,66.0,22.0
Maharashtra,Mumbai( Sub Urban ),400092,8.0,76.0,72.0,148.0,16.444444444444443
Maharashtra,Mumbai( Sub Urban ),400093,6.0,29.0,37.0,66.0,9.428571428571429
Maharashtra,Mumbai( Sub Urban ),400094,1.0,10.0,8.0,18.0,9.0
Maharashtra,Mumbai( Sub Urban ),400095,17.0,129.0,232.0,361.0,20.055555555555557
Maharashtra,Mumbai( Sub Urban ),400097,54.0,329.0,414.0,743.0,13.50909090909091
Maharashtra,Mumbai( Sub Urban ),400099,1.0,2.0,2.0,4.0,2.0
Maharashtra,Mumbai( Sub Urban ),400101,20.0,93.0,186.0,279.0,13.285714285714286
Maharashtra,Mumbai( Sub Urban ),400103,1.0,23.0,12.0,35.0,17.5
Maharashtra,Mumbai( Sub Urban ),400104,1.0,57.0,53.0,110.0,55.0
Maharashtra,Nagpur,440001,83.0,1207.0,3269.0,4476.0,53.285714285714285
Maharashtra,Nagpur,440002,311.0,4490.0,9400.0,13890.0,44.51923076923077
Maharashtra,Nagpur,440003,57.0,677.0,2110.0,2787.0,48.05172413793103
Maharashtra,Nagpur,440004,34.0,473.0,1304.0,1777.0,50.77142857142857
Maharashtra,Nagpur,440005,11.0,198.0,379.0,577.0,48.083333333333336
Maharashtra,Nagpur,440006,43.0,516.0,1172.0,1688.0,38.36363636363637
Maharashtra,Nagpur,440007,12.0,266.0,561.0,827.0,63.61538461538461
Maharashtra,Nagpur,440008,406.0,4033.0,13115.0,17148.0,42.13267813267813
Maharashtra,Nagpur,440009,199.0,3763.0,10457.0,14220.0,71.1
Maharashtra,Nagpur,440010,108.0,1803.0,3673.0,5476.0,50.23853211009175
Maharashtra,Nagpur,440012,58.0,757.0,1470.0,2227.0,37.74576271186441
Maharashtra,Nagpur,440013,584.0,3637.0,7616.0,11253.0,19.235897435897435
Maharashtra,Nagpur,440014,189.0,3077.0,5832.0,8909.0,46.88947368421053
Maharashtra,Nagpur,440015,133.0,1573.0,3553.0,5126.0,38.25373134328358
Maharashtra,Nagpur,440016,84.0,1139.0,3946.0,5085.0,59.8235294117647
Maharashtra,Nagpur,440017,973.0,4899.0,13433.0,18332.0,18.82135523613963
Maharashtra,Nagpur,440018,302.0,3377.0,8780.0,12157.0,40.12211221122112
Maharashtra,Nagpur,440019,24.0,368.0,693.0,1061.0,42.44
Maharashtra,Nagpur,440021,2.0,70.0,257.0,327.0,109.0
Maharashtra,Nagpur,440022,139.0,1553.0,4959.0,6512.0,46.51428571428571
Maharashtra,Nagpur,440023,410.0,4961.0,11329.0,16290.0,39.63503649635037
Maharashtra,Nagpur,440024,692.0,7233.0,9364.0,16597.0,23.949494949494948
Maharashtra,Nagpur,440025,101.0,925.0,2754.0,3679.0,36.068627450980394
Maharashtra,Nagpur,440026,505.0,8024.0,12443.0,20467.0,40.448616600790515
Maharashtra,Nagpur,440027,350.0,5456.0,9014.0,14470.0,41.225071225071225
Maharashtra,Nagpur,440028,4.0,44.0,62.0,106.0,21.2
Maharashtra,Nagpur,440029,3.0,57.0,13.0,70.0,17.5
Maharashtra,Nagpur,440030,128.0,1725.0,4265.0,5990.0,46.434108527131784
Maharashtra,Nagpur,440032,76.0,1138.0,2535.0,3673.0,47.701298701298704
Maharashtra,Nagpur,440033,41.0,721.0,1558.0,2279.0,54.26190476190476
Maharashtra,Nagpur,440034,900.0,16452.0,12685.0,29137.0,32.33851276359601
Maharashtra,Nagpur,440035,693.0,7128.0,10951.0,18079.0,26.05043227665706
Maharashtra,Nagpur,440036,67.0,648.0,2062.0,2710.0,39.85294117647059
Maharashtra,Nagpur,440037,61.0,1276.0,698.0,1974.0,31.838709677419356
Maharashtra,Nagpur,441001,91.0,829.0,1364.0,2193.0,23.83695652173913
Maharashtra,Nagpur,441002,221.0,1898.0,8681.0,10579.0,47.653153153153156
Maharashtra,Nagpur,441101,87.0,3311.0,3509.0,6820.0,77.5
Maharashtra,Nagpur,441102,106.0,1672.0,3952.0,5624.0,52.5607476635514
Maharashtra,Nagpur,441103,95.0,1962.0,5295.0,7257.0,75.59375
Maharashtra,Nagpur,441104,155.0,3799.0,7185.0,10984.0,70.41025641025641
Maharashtra,Nagpur,441105,205.0,2863.0,3607.0,6470.0,31.40776699029126
Maharashtra,Nagpur,441106,356.0,4166.0,16831.0,20997.0,58.81512605042017
Maharashtra,Nagpur,441107,170.0,4412.0,5972.0,10384.0,60.72514619883041
Maharashtra,Nagpur,441108,279.0,4889.0,10116.0,15005.0,53.589285714285715
Maharashtra,Nagpur,441109,34.0,258.0,919.0,1177.0,33.628571428571426
Maharashtra,Nagpur,441110,206.0,4805.0,8626.0,13431.0,64.8840579710145
Maharashtra,Nagpur,441111,139.0,1420.0,5478.0,6898.0,49.27142857142857
Maharashtra,Nagpur,441112,56.0,1158.0,1740.0,2898.0,50.8421052631579
Maharashtra,Nagpur,441113,77.0,1295.0,3371.0,4666.0,59.82051282051282
Maharashtra,Nagpur,441122,62.0,1111.0,3016.0,4127.0,65.5079365079365
Maharashtra,Nagpur,441123,11.0,156.0,36.0,192.0,16.0
Maharashtra,Nagpur,441201,41.0,1265.0,5616.0,6881.0,163.83333333333334
Maharashtra,Nagpur,441202,151.0,2505.0,7728.0,10233.0,67.32236842105263
Maharashtra,Nagpur,441203,287.0,3012.0,10541.0,13553.0,47.05902777777778
Maharashtra,Nagpur,441204,95.0,1082.0,4459.0,5541.0,57.71875
Maharashtra,Nagpur,441210,141.0,1187.0,8561.0,9748.0,68.64788732394366
Maharashtra,Nagpur,441214,63.0,606.0,3052.0,3658.0,57.15625
Maharashtra,Nagpur,441301,42.0,899.0,4003.0,4902.0,114.0
Maharashtra,Nagpur,441302,132.0,2654.0,8075.0,10729.0,80.66917293233082
Maharashtra,Nagpur,441303,27.0,285.0,1414.0,1699.0,60.67857142857143
Maharashtra,Nagpur,441304,76.0,571.0,5298.0,5869.0,76.22077922077922
Maharashtra,Nagpur,441305,64.0,951.0,4009.0,4960.0,76.3076923076923
Maharashtra,Nagpur,441306,49.0,674.0,3823.0,4497.0,89.94
Maharashtra,Nagpur,441401,254.0,3141.0,10258.0,13399.0,52.54509803921569
Maharashtra,Nagpur,441404,39.0,596.0,1426.0,2022.0,50.55
Maharashtra,Nagpur,441501,181.0,3880.0,5080.0,8960.0,49.23076923076923
Maharashtra,Nagpur,441502,53.0,1907.0,2150.0,4057.0,75.12962962962963
Maharashtra,Nanded,431505,35.0,1872.0,3280.0,5152.0,143.11111111111111
Maharashtra,Nanded,431601,426.0,7479.0,15866.0,23345.0,54.67213114754098
Maharashtra,Nanded,431602,319.0,6212.0,11711.0,17923.0,56.009375
Maharashtra,Nanded,431603,210.0,2897.0,6969.0,9866.0,46.758293838862556
Maharashtra,Nanded,431604,1090.0,5667.0,12470.0,18137.0,16.624197983501375
Maharashtra,Nanded,431605,462.0,5984.0,12309.0,18293.0,39.5097192224622
Maharashtra,Nanded,431606,40.0,978.0,1330.0,2308.0,56.292682926829265
Maharashtra,Nanded,431646,80.0,1871.0,4134.0,6005.0,74.1358024691358
Maharashtra,Nanded,431704,548.0,9087.0,8959.0,18046.0,32.87067395264116
Maharashtra,Nanded,431707,122.0,2992.0,5686.0,8678.0,70.55284552845528
Maharashtra,Nanded,431708,1037.0,11805.0,19335.0,31140.0,30.0
Maharashtra,Nanded,431709,326.0,15090.0,15890.0,30980.0,94.74006116207951
Maharashtra,Nanded,431710,188.0,5704.0,9162.0,14866.0,78.65608465608466
Maharashtra,Nanded,431711,64.0,1758.0,2403.0,4161.0,64.01538461538462
Maharashtra,Nanded,431712,704.0,22328.0,25888.0,48216.0,68.39148936170213
Maharashtra,Nanded,431713,14.0,1171.0,1194.0,2365.0,157.66666666666666
Maharashtra,Nanded,431714,967.0,7699.0,21909.0,29608.0,30.58677685950413
Maharashtra,Nanded,431715,1333.0,22812.0,25228.0,48040.0,36.0119940029985
Maharashtra,Nanded,431716,47.0,1009.0,1685.0,2694.0,56.125
Maharashtra,Nanded,431717,242.0,6753.0,7598.0,14351.0,59.05761316872428
Maharashtra,Nanded,431718,73.0,2053.0,3548.0,5601.0,75.6891891891892
Maharashtra,Nanded,431719,64.0,1168.0,1318.0,2486.0,38.246153846153845
Maharashtra,Nanded,431721,223.0,11437.0,12270.0,23707.0,105.83482142857143
Maharashtra,Nanded,431722,39.0,1993.0,2980.0,4973.0,124.325
Maharashtra,Nanded,431723,107.0,2842.0,4892.0,7734.0,71.61111111111111
Maharashtra,Nanded,431731,20.0,790.0,1125.0,1915.0,91.19047619047619
Maharashtra,Nanded,431736,1.0,45.0,12.0,57.0,28.5
Maharashtra,Nanded,431741,86.0,2826.0,3616.0,6442.0,74.04597701149426
Maharashtra,Nanded,431742,73.0,2023.0,6055.0,8078.0,109.16216216216216
Maharashtra,Nanded,431743,46.0,1201.0,2261.0,3462.0,73.65957446808511
Maharashtra,Nanded,431745,57.0,1643.0,2179.0,3822.0,65.89655172413794
Maharashtra,Nanded,431746,7.0,52.0,21.0,73.0,9.125
Maharashtra,Nanded,431750,25.0,1307.0,1492.0,2799.0,107.65384615384616
Maharashtra,Nanded,431801,318.0,8939.0,15472.0,24411.0,76.52351097178683
Maharashtra,Nanded,431802,729.0,12780.0,10222.0,23002.0,31.50958904109589
Maharashtra,Nanded,431803,71.0,3388.0,3779.0,7167.0,99.54166666666667
Maharashtra,Nanded,431804,745.0,12064.0,16378.0,28442.0,38.1260053619303
Maharashtra,Nanded,431805,243.0,8270.0,10987.0,19257.0,78.92213114754098
Maharashtra,Nanded,431806,363.0,9324.0,11491.0,20815.0,57.184065934065934
Maharashtra,Nanded,431807,112.0,3020.0,6357.0,9377.0,82.98230088495575
Maharashtra,Nanded,431808,65.0,1527.0,3034.0,4561.0,69.10606060606061
Maharashtra,Nanded,431809,171.0,5075.0,7993.0,13068.0,75.97674418604652
Maharashtra,Nanded,431810,30.0,1070.0,1237.0,2307.0,74.41935483870968
Maharashtra,Nanded,431811,25.0,784.0,815.0,1599.0,61.5
Maharashtra,Nandurbar,425408,116.0,737.0,3439.0,4176.0,35.69230769230769
Maharashtra,Nandurbar,425409,1318.0,2704.0,17447.0,20151.0,15.277482941622441
Maharashtra,Nandurbar,425410,62.0,364.0,2539.0,2903.0,46.07936507936508
Maharashtra,Nandurbar,425411,82.0,685.0,3771.0,4456.0,53.68674698795181
